QB,CLASS,247 RATINGS,STARS,HEIGHT,WEIGHT,POSITION,STATE,HOMETOWN,HIGH SCHOOL,COMMITTED DATE,POSITION RANK,NATIONAL RANK,STATE RANK,COMMITTED SCHOOL ID,COMMITTED SCHOOL,RECRUIT STATUS,PLAYER URL,,,,,,,,STRAIGHT LINE DISTANCE (MILES),DRIVING DISTANCE (MILES)
Brady Goodman,2026,84,3,4-Jun,220,QB,Arizona,Mesa,Mountain View,,135,2468,39,24125,Utah State,Enrolled,https://247sports.com/player/brady-goodman-46152666/,,,,,,,,576.1,761.5
Tre Guerra,2026,86,3,2-Jun,195,QB,Texas,Keller,Keller,,1,1641,3,24136,Coastal Carolina,Enrolled,https://247sports.com/player/tre-guerra-46134678/,,,,,,,,1051.4,1161.3
Gavin Owens,2026,85,3,5-Jun,199,QB,Georgia,Rabun Gap,Rabun Gap-Nacoochee,,83,1696,162,24053,Memphis,Enrolled,https://247sports.com/player/gavin-owens-46130408/,,,,,,,,370.7,490.9
Bo Polston,2026,85,3,1-Jun,208,QB,Indiana,Indianapolis,Decatur Central,,84,1697,28,24032,Uconn,Enrolled,https://247sports.com/player/bo-polston-46140333/,,,,,,,,739.5,861.8
Kelvin Perkins,2026,84,3,Jun-00,180,QB,Tennessee,Memphis,Southwind,,126,2458,79,24198,Austin Peay,Signed,https://247sports.com/player/kelvin-perkins-46145593/,,,,,,,,179,204
Aaden Shamburger,2026,86,3,2-Jun,180,QB,Alabama,Spanish Fort,Spanish Fort,,67,1427,48,24264,South Alabama,Enrolled,https://247sports.com/player/aaden-shamburger-46157339/,,,,,,,,17,19.8
Brooklyn Nace,2026,84,3,2-Jun,199,QB,Pennsylvania,York,Central York,,124,2456,66,24160,Old Dominion,Enrolled,https://247sports.com/player/brooklyn-nace-46158923/,,,,,,,,213.7,286.4
Bodey Weaver,2026,85,3,3-Jun,200,QB,Texas,Colleyville,Colleyville Heritage,,79,1691,211,24061,UTEP,Enrolled,https://247sports.com/player/bodey-weaver-46162872/,,,,,,,,534,620
Landon Varnes,2026,84,3,Jun-00,197,QB,Mississippi,Brandon,Brandon,,3,2650,46,24363,Kennesaw State,Enrolled,https://247sports.com/player/landon-varnes-46162211/,,,,,,,,335.5,371.4
Brady Palmer,2026,83,3,2-Jun,215,QB,Florida,Fort Lauderdale,St. Thomas Aquinas,,157,2890,277,24075,Temple,Enrolled,https://247sports.com/player/brady-palmer-46133779/,,,,,,,,999.7,1168
Ely Hamrick,2026,84,3,5-Jun,230,QB,North Carolina,Asheville,Crest,,119,2446,68,24016,Virginia,Enrolled,https://247sports.com/player/ely-hamrick-46137183/,,,,,,,,280.3,348.4
Trace Johnson,2026,84,3,1-Jun,194,QB,California,Rancho Santa Margarita,Santa Margarita Catholic,,134,2467,192,24057,Tulane,Enrolled,https://247sports.com/player/trace-johnson-46150379/,,,,,,,,1629.2,1886.1
Harrison Faulkner Jr.,2026,84,3,Jun-00,190,QB,Georgia,Bogart,North Oconee,,109,2242,208,24229,Georgia Southern,Enrolled,https://247sports.com/player/harrison-faulkner-jr-46131996/,,,,,,,,146.2,184.1
Carter Emanuel,2026,84,3,1-Jun,215,QB,Florida,Orlando,Edgewater,,111,2245,215,24080,Colorado St.,Enrolled,https://247sports.com/player/carter-emanuel-46135397/,,,,,,,,1576.6,1895.6
Jeremiah Daoud,2026,82,3,3-Jun,210,QB,Texas,Allen,Allen,,186,3319,392,24110,FAU,Enrolled,https://247sports.com/player/jeremiah-daoud-46159713/,,,,,,,,1095.5,1282.1
Taylor Hasselbeck,2026,84,3,2-Jun,191,QB,Tennessee,Nashville,Ensworth,,128,2460,80,24086,Wyoming,Enrolled,https://247sports.com/player/taylor-hasselbeck-46152697/,,,,,,,,1070.8,1240.1
Ashton Pannell,2026,84,3,3-Jun,190,QB,Arizona,Scottsdale,Saguaro,,112,2329,36,24983,Chicago State,HardCommit,https://247sports.com/player/ashton-pannell-46127598/,,,,,,,,1440.8,1738.9
Camren Hill,2026,84,3,3-Jun,190,QB,Georgia,Thomasville,Thomasville,,115,2332,214,24365,Mercer,Signed,https://247sports.com/player/camren-hill-46143016/,,,,,,,,139,147.3
Maguire Gasperson,2026,83,3,Jun-00,200,QB,Texas,Argyle,Argyle,,139,2717,334,24391,UTSA,Enrolled,https://247sports.com/player/maguire-gasperson-46156943/,,,,,,,,258,295
Taylor Jacobs Jr.,2026,83,3,1-Jun,185,QB,Florida,Tallahassee,Tallahassee Lincoln,,160,2893,278,24264,South Alabama,Enrolled,https://247sports.com/player/taylor-jacobs-jr-46159231/,,,,,,,,233.2,253.8
Lamar Best,2026,84,3,Jun-00,175,QB,New Jersey,Montvale,St. Joseph Regional,,130,2462,49,24075,Temple,Enrolled,https://247sports.com/player/lamar-best-46160264/,,,,,,,,94.2,110
Brett Ottensmeyer,2026,83,3,4-Jun,195,QB,Missouri,Ballwin,Parkway West,,158,2891,40,24182,Missouri State,Enrolled,https://247sports.com/player/brett-ottensmeyer-46150371/,,,,,,,,177.8,197.3
Landen Abernethy,2026,84,3,2-Jun,192,QB,Virginia,Midlothian,Manchester,,131,2463,49,24160,Old Dominion,Enrolled,https://247sports.com/player/landen-abernethy-46133558/,,,,,,,,84.5,108.4
Gabe Casanovas,2026,84,3,2-Jun,190,QB,California,Petaluma,St. Vincent de Paul,,117,2413,182,24440,Western Oregon,Signed,https://247sports.com/player/gabe-casanovas-46139289/,,,,,,,,458.5,581.5
Donivan Dixon,2026,84,3,10-May,180,QB,Arizona,Cave Creek,Cactus Shadows,,136,2469,40,24130,Northern Arizona,Signed,https://247sports.com/player/donivan-dixon-46149502/,,,,,,,,94.8,129.2
Patrick Coan,2026,84,3,4-Jun,190,QB,New York,West Sayville,Sayville,,123,2455,8,24213,Lehigh,Signed,https://247sports.com/player/patrick-coan-46153341/,,,,,,,,119.4,138.8
Sammy Dunn,2026,84,3,1-Jun,185,QB,Alabama,Mobile,Vigor,,121,2453,110,24245,Jackson State,Signed,https://247sports.com/player/sammy-dunn-46155604/,,,,,,,,169,189.3
Jamarcus Harrison,2026,83,3,3-Jun,202,QB,Georgia,Gainesville,East Hall,,210,2942,257,24363,Kennesaw State,Enrolled,https://247sports.com/player/jamarcus-harrison-46156329/,,,,,,,,47,66.6
Tanner Vibabul,2026,82,3,6-0.5,180,QB,Nevada,Las Vegas,Las Vegas,,169,3132,21,24144,James Madison,Enrolled,https://247sports.com/player/tanner-vibabul-46157972/,,,,,,,,1987.3,2326.3
Rodge Waldrop,2026,82,3,5-Jun,216,QB,Georgia,Thomasville,Brookwood,,5,3381,82,24115,Troy,Enrolled,https://247sports.com/player/rodge-waldrop-46148279/,,,,,,,,134.4,149.3
Jaylen Johnson,2026,84,3,2-Jun,220,QB,Georgia,Thomasville,Thomas County Central,,122,2454,224,24173,Florida A&M,Signed,https://247sports.com/player/jaylen-johnson-46159388/,,,,,,,,34,35.9
Asa Johnson,2026,82,3,4-Jun,210,QB,Illinois,Aurora,Aurora Christian Schools,,188,3385,82,24073,Northern Illinois,Enrolled,https://247sports.com/player/asa-johnson-46162143/,,,,,,,,27.1,31.5
Kalani McLeod,2026,83,3,2-Jun,205,QB,California,Fairfield,Vanden,,4,3100,45,24123,New Mexico State,Enrolled,https://247sports.com/player/kalani-mcleod-46145848/,,,,,,,,955,1154.2
Jaxson Dosh,2026,80,3,Jun-00,200,QB,Michigan,Davison,Davison,,205,3576,71,24077,Western Michigan,Enrolled,https://247sports.com/player/jaxson-dosh-46149796/,,,,,,,,118.3,141.3
Trey Burke,2026,81,3,3-Jun,210,QB,South Carolina,Spartanburg,Spartanburg,,197,3443,54,24050,East Carolina,Enrolled,https://247sports.com/player/trey-burke-46155055/,,,,,,,,255.2,313.1
Isaiah Arriaza,2026,84,3,9-May,182,QB,California,La Verne,Damien,,118,2433,186,24091,Oregon State,Enrolled,https://247sports.com/player/isaiah-arriaza-46135099/,,,,,,,,780.2,925.6
Marcel Jones,2026,83,3,Jun-00,185,QB,Arizona,Scottsdale,Saguaro,,148,2791,48,24277,Ferris State,Signed,https://247sports.com/player/marcel-jones-46138436/,,,,,,,,1582.7,1947.3
DJ Alexander,2026,83,3,1-Jun,210,QB,Georgia,Douglasville,New Manchester,,141,2719,245,24109,FIU,Enrolled,https://247sports.com/player/dj-alexander-46156559/,,,,,,,,611.4,690.3
Nick Kinsey,2026,82,3,2-Jun,198,QB,Ohio,Akron,Archbishop Hoban,,165,3127,153,24070,Eastern Mich.,Enrolled,https://247sports.com/player/nick-kinsey-46134013/,,,,,,,,135.4,184.3
Cole Leinart,2026,82,3,3-Jun,185,QB,California,Redondo Beach,Redondo Union,,167,3130,290,24055,SMU,Enrolled,https://247sports.com/player/cole-leinart-46139851/,,,,,,,,1246.6,1454.8
Reeve Slone,2026,82,3,Jun-00,180,QB,California,Rocklin,Rocklin,,166,3129,289,24122,Nevada,Enrolled,https://247sports.com/player/reeve-slone-46142546/,,,,,,,,92.2,111.7
Brogan McNab,2026,81,3,10-May,190,QB,Florida,Melbourne,Melbourne Central Catholic,,204,3524,339,24059,UAB,Enrolled,https://247sports.com/player/brogan-mcnab-46142283/,,,,,,,,524.9,580.4
Mason Holtzclaw,2026,84,3,4-Jun,205,QB,Georgia,Carrollton,Carrollton,,129,2461,225,24237,Sam Houston,Enrolled,https://247sports.com/player/mason-holtzclaw-46136637/,,,,,,,,643.3,738.7
Case Vanden Bosch,2026,83,3,2-Jun,200,QB,Arizona,Phoenix,Brophy College Preparatory,,154,2887,50,24078,Air Force,HardCommit,https://247sports.com/player/case-vanden-bosch-46137086/,,,,,,,,555,811.5
Alex Medyn,2026,83,3,Jun-00,210,QB,California,Chino Hills,Chino Hills,,150,2870,267,24257,USC,Enrolled,https://247sports.com/player/alex-medyn-46139441/,,,,,,,,30.2,34.3
Berell Staples,2026,83,3,2-Jun,185,QB,California,Oakland,McClymonds,,142,2760,230,24154,Cal Poly,Signed,https://247sports.com/player/berell-staples-46139548/,,,,,,,,194.2,224.9
Blitz McCarty,2026,83,3,2-Jun,190,QB,Colorado,Aurora,Grandview,,155,2888,28,24120,Idaho,Signed,https://247sports.com/player/blitz-mccarty-46142101/,,,,,,,,777.4,1149.6
Julian Murdic,2026,83,3,5-Jun,230,QB,Tennessee,Nashville,Ezell-Harding Christian,2/4/2026,153,2886,88,24983,Chicago State,HardCommit,https://247sports.com/player/julian-murdic-46134325/,,,,,,,,386.4,459.7
Drew Davis,2026,83,3,2-Jun,195,QB,Arkansas,Benton,Benton,,140,2718,26,24420,Southern Arkansas,Signed,https://247sports.com/player/drew-davis-46142381/,,,,,,,,219.1,322.4
Nolan DiLucia,2026,83,3,1-Jun,195,QB,Pennsylvania,Canonsburg,Peters Township,,144,2787,76,24152,Villanova,Signed,https://247sports.com/player/nolan-dilucia-46150592/,,,,,,,,256.3,299.2
Brady Barrier,2026,83,3,2-Jun,200,QB,Texas,Mont Belvieu,Barbers Hill,,138,2716,333,24234,McNeese,Signed,https://247sports.com/player/brady-barrier-46151526/,,,,,,,,103,117.5
Davis Strickland,2026,83,3,3-Jun,195,QB,Georgia,Madison,Morgan County,,152,2885,251,24254,West Georgia,Signed,https://247sports.com/player/davis-strickland-46153024/,,,,,,,,116.8,140.7
Callum Schweitzer,2026,83,3,2-Jun,200,QB,California,Los Gatos,Los Gatos,,162,2895,279,24170,Yale,HardCommit,https://247sports.com/player/callum-schweitzer-46154947/,,,,,,,,2604,3021.6
Patrick Greisen,2026,83,3,2-Jun,200,QB,Wisconsin,De Pere,West De Pere,,159,2892,23,24156,South Dakota,Signed,https://247sports.com/player/patrick-greisen-46155345/,,,,,,,,457.7,554.7
Kaedyn Marable,2026,83,3,3-Jun,180,QB,Tennessee,Franklin,Battle Ground Academy,,147,2790,87,24164,Columbia,HardCommit,https://247sports.com/player/kaedyn-marable-46157237/,,,,,,,,775.3,908.5
Brady Campbell,2026,82,3,3-Jun,190,QB,California,Bakersfield,Frontier,,187,3326,333,24082,San Diego State,Enrolled,https://247sports.com/player/brady-campbell-46158292/,,,,,,,,211.2,232.2
Mason Burkhardt,2026,83,3,1-Jun,210,QB,Alabama,Enterprise,Enterprise,,156,2889,122,28426,Southern Virginia,HardCommit,https://247sports.com/player/mason-burkhardt-46158474/,,,,,,,,578.2,706.6
Gavin Gray,2026,83,3,3-Jun,193,QB,California,Agoura Hills,Agoura,,161,2894,278,24095,Washington St.,Enrolled,https://247sports.com/player/gavin-gray-46161802/,,,,,,,,873.7,1119.4
Dylan Barber,2026,83,3,11-May,194,QB,Georgia,LaGrange,LaGrange,,164,2897,252,24052,Marshall,Enrolled,https://247sports.com/player/dylan-barber-46163384/,,,,,,,,399.6,535.1
Dylan Dreasky,2026,83,3,2-Jun,197,QB,Michigan,Linden,Linden,,163,2896,59,24067,Bowling Green,Enrolled,https://247sports.com/player/dylan-dreasky-46164754/,,,,,,,,99.5,109.7
Jayden Maples,2026,80,3,6-1.5,195,QB,Texas,Frisco,Frisco Wakeland,,206,3579,418,24083,TCU,Enrolled,https://247sports.com/player/jayden-maples-46155570/,,,,,,,,43.7,51.4
Liam Meeker,2026,82,3,2-Jun,210,QB,California,Manhattan Beach,Mira Costa,,184,3277,329,24133,Sacramento State,Enrolled,https://247sports.com/player/liam-meeker-46161882/,,,,,,,,364,398.3
Gavin Nuckolls,2026,81,3,11-May,170,QB,Georgia,Tunnel Hill,Northwest Whitfield County,,190,3424,294,24332,Georgia State,Enrolled,https://247sports.com/player/gavin-nuckolls-46164971/,,,,,,,,84,93.2
Jacob Flowers,2026,82,3,1-Jun,180,QB,Idaho,Rigby,Rigby,,177,3195,14,28358,Montana Tech,HardCommit,https://247sports.com/player/jacob-flowers-46138574/,,,,,,,,164,203
Jack Brant,2026,82,3,Jun-00,180,QB,Idaho,Boise,Timberline,,176,3193,12,24158,UC Davis,Signed,https://247sports.com/player/jack-brant-46142321/,,,,,,,,456,571.7
Geno Seets,2026,81,3,3-Jun,215,QB,Michigan,Waterford,Waterford Mott,,253,3507,68,24069,Central Michigan,Enrolled,https://247sports.com/player/geno-seets-46145584/,,,,,,,,92.1,115.3
Brady Jay,2026,82,3,1-Jun,175,QB,Washington,Moses Lake,Moses Lake,,180,3228,40,24128,Montana,Signed,https://247sports.com/player/brady-jay-46149244/,,,,,,,,251.1,311.1
Darryon Jones,2026,82,3,2-Jun,225,QB,Florida,Venice,Venice,,183,3268,314,24245,Jackson State,Signed,https://247sports.com/player/darryon-jones-46157500/,,,,,,,,587.9,767.9
Joseph Janney,2026,82,3,Jun-00,190,QB,Oregon,Klamath Falls,Henley,,174,3188,17,24129,Montana State,Signed,https://247sports.com/player/joseph-janney-46162933/,,,,,,,,582.4,911.9
Brett Holloway,2026,81,3,11-May,210,QB,Texas,Melissa,Melissa,,189,3423,405,24237,Sam Houston,Enrolled,https://247sports.com/player/brett-holloway-46164884/,,,,,,,,187.7,210
Luke Delafield,2026,81,3,1-Jun,175,QB,Louisiana,Stonewall,North DeSoto,,191,3425,80,24236,Northwestern State,Signed,https://247sports.com/player/luke-delafield-46145718/,,,,,,,,56.3,62.6
Tyler Franklin,2026,81,3,3-Jun,190,QB,California,Fresno,Bullard,,201,3484,364,24086,Wyoming,Enrolled,https://247sports.com/player/tyler-franklin-46147377/,,,,,,,,824.9,1178.2
Deuce Jefferson,2026,81,3,Jun-00,170,QB,California,Long Beach,Long Beach Poly,,198,3459,351,24063,Navy,HardCommit,https://247sports.com/player/deuce-jefferson-46158567/,,,,,,,,2327.6,2717.4
Mack Cooper,2026,81,3,5-Jun,210,QB,California,Long Beach,Woodrow Wilson,,203,3504,369,24247,Prairie View A&M,Signed,https://247sports.com/player/mack-cooper-46162149/,,,,,,,,1323.8,1497.6
Kepa Niumeitolu,2026,80,3,1-Jun,205,QB,Utah,American Fork,Lone Peak,,208,3583,49,24127,Idaho State,Signed,https://247sports.com/player/kepa-niumeitolu-46153484/,,,,,,,,174.9,193
Brooks Hendrickson,2026,80,3,3-Jun,210,QB,Wisconsin,Mount Horeb,Mount Horeb,,207,3582,29,24155,North Dakota,Signed,https://247sports.com/player/brooks-hendrickson-46155659/,,,,,,,,491.3,578.1
Vincent Smith,2026,79,2,6-2.5,208,QB,California,San Diego,St. Augustine,,213,3696,396,24168,Pennsylvania,HardCommit,https://247sports.com/player/vincent-smith-46159005/,,,,,,,,2366.2,2735
Tyson Ruggiero,2026,76,2,4-Jun,205,QB,Washington,Camas,Camas,,216,3786,48,24258,Southern Oregon,Signed,https://247sports.com/player/tyson-ruggiero-46149239/,,,,,,,,235.2,307.8
Joel Morris,2026,,0,1-Jun,180,QB,Florida,Sarasota,Booker,,,,,24171,Bethune-Cookman,HardCommit,https://247sports.com/player/joel-morris-46131962/,,,,,,,,158.4,186.1
Andrew Knight,2026,,0,1-Jun,170,QB,Michigan,Detroit,Martin Luther King,,,,,24180,Illinois State,Signed,https://247sports.com/player/andrew-knight-46136089/,,,,,,,,333.2,387.2
Braeden Palazzo,2026,,0,3-Jun,190,QB,Maryland,Owings Mills,McDonogh School,,,,,24852,Stonehill,Signed,https://247sports.com/player/braeden-palazzo-46138222/,,,,,,,,350.9,407
Mason Mallory,2026,,0,1-Jun,200,QB,Florida,Fort Lauderdale,St. Thomas Aquinas,,,,,24113,Middle Tenn.,Enrolled,https://247sports.com/player/mason-mallory-46141797/,,,,,,,,765.9,853.1
Maverick Chance,2026,,0,Jun-00,170,QB,Tennessee,Brentwood,Ravenwood,,,,,24063,Navy,HardCommit,https://247sports.com/player/maverick-chance-46142108/,,,,,,,,599.7,704
Gage Sturgill,2026,,0,Jun-00,172,QB,Indiana,Fishers,Fishers,,,,,24187,Western Illinois,Signed,https://247sports.com/player/gage-sturgill-46142238/,,,,,,,,249.1,269.6
Xavier Brookins,2026,,0,Jun-00,162,QB,Maryland,Towson,Calvert Hall College,,,,,24174,Hampton,HardCommit,https://247sports.com/player/xavier-brookins-46146640/,,,,,,,,164.8,226.4
Torin Evans,2026,,0,Jun-00,170,QB,Pennsylvania,Harrisburg,Susquehanna Township,,,,,24220,Marist,HardCommit,https://247sports.com/player/torin-evans-46146641/,,,,,,,,183.9,230.5
Tydreke Powell,2026,,0,3-Jun,192,QB,North Carolina,Raleigh,Southeast Raleigh,,,,,24137,Gardner-Webb,Signed,https://247sports.com/player/tydreke-powell-46147766/,,,,,,,,174.4,214.4
Caleb Butler,2026,,0,1-Jun,190,QB,Florida,Lake Worth,Dr. Joaquin Garcia,,,,,28957,UNC-Pembroke,HardCommit,https://247sports.com/player/caleb-butler-46148255/,,,,,,,,560.4,645.1
Edward Jordan,2026,,0,Jun-00,185,QB,Florida,Jacksonville,Beachside,,,,,24212,Lafayette,Signed,https://247sports.com/player/edward-jordan-46148969/,,,,,,,,802.6,906.5
Kenyonte Louis,2026,,0,1-Jun,205,QB,Illinois,Chicago,Kenwood Academy,,,,,24983,Chicago State,HardCommit,https://247sports.com/player/kenyonte-louis-46149538/,,,,,,,,11,12.6
Skylar Hamilton,2026,,0,2-Jun,190,QB,Georgia,Fairburn,Landmark Christian School,,,,,24062,Army,HardCommit,https://247sports.com/player/skylar-hamilton-46149703/,,,,,,,,793.2,937.9
Desmond Jordan,2026,,0,11-May,170,QB,Virginia,Covington,Alleghany,,,,,24210,Georgetown,Signed,https://247sports.com/player/desmond-jordan-46150157/,,,,,,,,176,228.5
Michael White,2026,,0,3-Jun,186,QB,Indiana,Fort Wayne,Homestead,,,,,24280,Grand Valley State,HardCommit,https://247sports.com/player/michael-white-46150832/,,,,,,,,136.2,173.1
Dane Eisenmenger,2026,,0,4-Jun,215,QB,Illinois,Tolono,Unity,,,,,24039,Illinois,Enrolled,https://247sports.com/player/dane-eisenmenger-46150833/,,,,,,,,6.5,8.1
Lee Norman-Lester,2026,,0,1-Jun,180,QB,California,La Mesa,Helix,,,,,24157,Southern Utah,Signed,https://247sports.com/player/lee-norman-lester-46150851/,,,,,,,,405.7,500.6
Will Anderson,2026,,0,1-Jun,195,QB,Nebraska,Omaha,Millard West,,,,,24184,Northern Iowa,Signed,https://247sports.com/player/will-anderson-46151319/,,,,,,,,198.6,240.5
Deryk Farmer,2026,,0,2-Jun,190,QB,Oregon,Medford,Cascade Christian,,,,,24132,Portland State,HardCommit,https://247sports.com/player/deryk-farmer-46152646/,,,,,,,,220.3,273.7
Kemp Keller,2026,,0,2-Jun,182,QB,Arkansas,Little Rock,Little Rock Christian Academy,,,,,24251,Henderson State,HardCommit,https://247sports.com/player/kemp-keller-46152818/,,,,,,,,61.1,68.3
Brayden Knight,2026,,0,3-Jun,180,QB,California,Concord,De La Salle,,,,,24170,Yale,HardCommit,https://247sports.com/player/brayden-knight-46153085/,,,,,,,,2588.1,2963
Tyson Sweetwood,2026,,0,4-Jun,185,QB,Idaho,Idaho Falls,Hillcrest,,,,,24312,Carroll College,HardCommit,https://247sports.com/player/tyson-sweetwood-46154073/,,,,,,,,215.1,273.4
Bodhi Wolford,2026,,0,2-Jun,198,QB,Ohio,Jackson,Jackson,,,,,24190,Bryant,Signed,https://247sports.com/player/bodhi-wolford-46154849/,,,,,,,,615.2,742.6
Quinn Mahoney,2026,,0,3-Jun,185,QB,South Carolina,Charleston,Bishop England,,,,,24215,Campbell,HardCommit,https://247sports.com/player/quinn-mahoney-46155099/,,,,,,,,193.6,249.5
Jacob Davis,2026,,0,3-Jun,194,QB,Indiana,New Palestine,New Palestine,,,,,24151,Towson,Signed,https://247sports.com/player/jacob-davis-46155171/,,,,,,,,494.2,590.5
Kaden Harney,2026,,0,3-Jun,190,QB,Minnesota,Osseo,Maple Grove,,,,,24185,South Dakota State,Signed,https://247sports.com/player/kaden-harney-46155313/,,,,,,,,175.1,220.6
Arvell Nelson,2026,,0,3-Jun,180,QB,Ohio,Cleveland,Glenville,,,,,28734,Central State,HardCommit,https://247sports.com/player/arvell-nelson-46155997/,,,,,,,,168.2,203
Brison Edwards,2026,,0,Jun-00,180,QB,Oregon,Lebanon,Lebanon,,,,,24440,Western Oregon,HardCommit,https://247sports.com/player/brison-edwards-46156054/,,,,,,,,27.4,35.7
Jackson Gravlee,2026,,0,5-Jun,210,QB,Virginia,Alexandria,Episcopal,,,,,24141,VMI,HardCommit,https://247sports.com/player/jackson-gravlee-46156122/,,,,,,,,147.2,192.8
Billy Middleton,2026,,0,2-Jun,170,QB,Texas,Red Oak,Red Oak,,,,,24134,Weber State,HardCommit,https://247sports.com/player/billy-middleton-46156163/,,,,,,,,1026.8,1302.4
Kaleb Narcisse,2026,,0,1-Jun,210,QB,Georgia,Marietta,Kell,,,,,24262,East Tennessee State,Signed,https://247sports.com/player/kaleb-narcisse-46156387/,,,,,,,,203.8,263.9
Bo Brunner,2026,,0,2-Jun,200,QB,Indiana,Elkhart,Concord Community,,,,,24223,Valparaiso,HardCommit,https://247sports.com/player/bo-brunner-46156824/,,,,,,,,62.1,84.4
London Morgan,2026,,0,1-Jun,182,QB,Texas,Leander,Leander Rouse,,,,,24063,Navy,HardCommit,https://247sports.com/player/london-morgan-46156837/,,,,,,,,1340.4,1540.8
Cameron Gunsell,2026,,0,3-Jun,185,QB,Michigan,Ludington,Ludington,,,,,24277,Ferris State,HardCommit,https://247sports.com/player/cameron-gunsell-46157024/,,,,,,,,51.6,65.6
Gavin Beard,2026,,0,10-May,200,QB,Texas,Fort Worth,All Saints Episcopal,,,,,24210,Georgetown,Signed,https://247sports.com/player/gavin-beard-46157103/,,,,,,,,1208.7,1359.3
Jacob Janecek,2026,,0,1-Jun,195,QB,Texas,Lucas,Lovejoy,,,,,24239,Stephen F. Austin,Signed,https://247sports.com/player/jacob-janecek-46157109/,,,,,,,,151.4,182.8
Tresten Hass,2026,,0,3-Jun,200,QB,Nebraska,Seward,Seward,,,,,24185,South Dakota State,Signed,https://247sports.com/player/tresten-hass-46157306/,,,,,,,,240.8,261.6
Shane Cole,2026,,0,2-Jun,180,QB,Ohio,Dayton,Centerville,,,,,24188,Youngstown State,Signed,https://247sports.com/player/shane-cole-46158001/,,,,,,,,208.3,242.5
Tristan Zale,2026,,0,1-Jun,185,QB,California,Mission Viejo,Trabuco Hills,,,,,24222,San Diego,HardCommit,https://247sports.com/player/tristan-zale-46158481/,,,,,,,,63.1,70.8
CJ Gray,2026,,0,Jun-00,195,QB,Illinois,Chicago,Brother Rice,,,,,24062,Army,HardCommit,https://247sports.com/player/cj-gray-46158704/,,,,,,,,705.4,804.6
Nate Dahle,2026,,0,1-Jun,190,QB,Utah,Millville,Ridgeline,,,,,24134,Weber State,Signed,https://247sports.com/player/nate-dahle-46158888/,,,,,,,,34.4,49.7
Chance Routson,2026,,0,3-Jun,200,QB,Florida,Wellington,Palm Beach Central,,,,,24063,Navy,HardCommit,https://247sports.com/player/chance-routson-46159333/,,,,,,,,878.9,1026.7
Cason Diiulio,2026,,0,6-1.5,200,QB,Ohio,Medina,Medina,,,,,24188,Youngstown State,Signed,https://247sports.com/player/cason-diiulio-46159789/,,,,,,,,67.2,75.6
Luke Glass,2026,,0,5-Jun,196,QB,Texas,Plano,Prestonwood Christian,,,,,24253,East Texas A&M,HardCommit,https://247sports.com/player/luke-glass-46159838/,,,,,,,,47.5,66.3
Andrew Richardson,2026,,0,10-May,150,QB,Georgia,Commerce,East Jackson Comprehensive,,,,,24062,Army,HardCommit,https://247sports.com/player/andrew-richardson-46160152/,,,,,,,,716.9,853.4
Tanner Payne,2026,,0,4-Jun,205,QB,North Carolina,Morehead City,West Carteret,,,,,24227,Elon,Signed,https://247sports.com/player/tanner-payne-46160238/,,,,,,,,183.2,211.5
Justus Platts,2026,,0,Jun-00,190,QB,Wyoming,Mckinnon,Mountain View,,,,,26462,Utah Tech,Signed,https://247sports.com/player/justus-platts-46160261/,,,,,,,,335.5,432.1
Britton DeWitt,2026,,0,2-Jun,195,QB,Arizona,Queen Creek,American Leadership Academy,,,,,24120,Idaho,Signed,https://247sports.com/player/britton-dewitt-46160323/,,,,,,,,973.1,1333.4
Grant Nurre,2026,,0,4-Jun,217,QB,Ohio,Kings Mills,Kings,,,,,24217,Dayton,Signed,https://247sports.com/player/grant-nurre-46160347/,,,,,,,,26.7,34.9
Brittin Poffenbarger,2026,,0,4-Jun,210,QB,Maryland,Middletown,Middletown,,,,,24140,Florida State,Signed,https://247sports.com/player/brittin-poffenbarger-46160610/,,,,,,,,729.6,917.2
Drake DeGroote,2026,,0,Jun-00,195,QB,Iowa,West Des Moines,West Des Moines Valley,,,,,24472,Northwest Missouri State,HardCommit,https://247sports.com/player/drake-degroote-46160648/,,,,,,,,104,134
Ryland Watters,2026,,0,2-Jun,220,QB,Michigan,Rochester,Adams,,,,,24069,Central Michigan,HardCommit,https://247sports.com/player/ryland-watters-46160649/,,,,,,,,103.6,130.9
Jett Taylor,2026,,0,1-Jun,195,QB,Texas,Grand Saline,Grand Saline,,,,,24063,Navy,HardCommit,https://247sports.com/player/jett-taylor-46160676/,,,,,,,,1159,1312.4
Peyton Babbitt,2026,,0,Jun-00,200,QB,Michigan,Muskegon,Orchard View,,,,,24043,Michigan State,Enrolled,https://247sports.com/player/peyton-babbitt-46160678/,,,,,,,,96.6,114.1
Maddox Berry,2026,,0,3-Jun,195,QB,Arkansas,Morrilton,Morrilton,,,,,24233,Central Arkansas,Signed,https://247sports.com/player/maddox-berry-46160727/,,,,,,,,17,22.5
Aaron Frye,2026,,0,Jun-00,175,QB,Alabama,Pinson,Clay-Chalkville,,,,,24594,Alabama State,Signed,https://247sports.com/player/aaron-frye-46160730/,,,,,,,,94.3,109
Logan Duhachek,2026,,0,4-Jun,215,QB,Colorado,Arvada,Arvada West,,,,,24199,Eastern Illinois,Signed,https://247sports.com/player/logan-duhachek-46160768/,,,,,,,,898.3,984.6
