QB,CLASS,247 RATINGS,STARS,HEIGHT,WEIGHT,POSITION,STATE,HOMETOWN,HIGH SCHOOL,COMMITTED DATE,POSITION RANK,NATIONAL RANK,STATE RANK,COMMITTED SCHOOL ID,RECRUIT STATUS,PLAYER URL
Angelo Renda,2026,85,3,6-0,180.0,QB,Texas,Southlake,Southlake Carroll,,90,1874,254,24034,Enrolled,https://247sports.com/player/angelo-renda-46153023/
Jackson Presley,2026,84,3,6-2,195.0,QB,Montana,Kalispell,Glacier,08/12/2024,113,2330,3,24132,Signed,https://247sports.com/player/jackson-presley-46130826/
Kaleb Maryland,2026,84,3,5-11,185.0,QB,Texas,Houston,North Shore,07/31/2025,116,2397,306,24125,Enrolled,https://247sports.com/player/kaleb-maryland-46143137/
Donovan Moorhead,2026,85,3,6-5,215.0,QB,Ohio,Gates Mills,Hawken School,,105,1957,95,24201,Enrolled,https://247sports.com/player/donovan-moorhead-46135527/
Kyden Barker,2026,85,3,6-1,215.0,QB,Texas,League City,Clear Falls,,87,1818,240,24058,Enrolled,https://247sports.com/player/kyden-barker-46140742/
Brock Bradley,2026,85,3,6-0,190.0,QB,Alabama,Birmingham,Spain Park,,107,1959,80,24008,Enrolled,https://247sports.com/player/brock-bradley-46141391/
Anthony Coellner,2026,84,3,6-2,205.0,QB,Indiana,Carmel,Carmel,,125,2457,36,24007,Enrolled,https://247sports.com/player/anthony-coellner-46140768/
Jachin Davis,2026,84,3,6-0,195.0,QB,South Carolina,Goose Creek,Stratford,,133,2466,41,24138,Enrolled,https://247sports.com/player/jachin-davis-46141781/
Jacob Smith,2026,84,3,6-1,211.0,QB,North Carolina,Pfafftown,Reagan,,114,2331,65,24015,Enrolled,https://247sports.com/player/jacob-smith-46142263/
Brady Vodicka,2026,85,3,6-2,215.0,QB,Colorado,Englewood,Cherry Creek,,98,1935,20,24121,Enrolled,https://247sports.com/player/brady-vodicka-46147181/
Rocco Williams,2026,84,3,6-1,209.0,QB,Ohio,Pickerington,Pickerington Central,,110,2243,114,24113,Enrolled,https://247sports.com/player/rocco-williams-46134845/
Maika Eugenio,2026,85,3,6-0,205.0,QB,Nevada,Las Vegas,Bishop Gorman,,96,1912,13,24119,Enrolled,https://247sports.com/player/maika-eugenio-46140308/
Ziondre Williams,2026,85,3,5-11,170.0,QB,Texas,Anna,Anna,,121,1911,260,24114,Enrolled,https://247sports.com/player/ziondre-williams-46145792/
Brady Goodman,2026,84,3,6-4,220.0,QB,Arizona,Mesa,Mountain View,,135,2468,39,24125,Enrolled,https://247sports.com/player/brady-goodman-46152666/
Tre Guerra,2026,86,3,6-2,195.0,QB,Texas,Keller,Keller,,1,1641,3,24136,Enrolled,https://247sports.com/player/tre-guerra-46134678/
Gavin Owens,2026,85,3,6-5,199.0,QB,Georgia,Rabun Gap,Rabun Gap-Nacoochee,,83,1696,162,24053,Enrolled,https://247sports.com/player/gavin-owens-46130408/
Bo Polston,2026,85,3,6-1,208.0,QB,Indiana,Indianapolis,Decatur Central,,84,1697,28,24032,Enrolled,https://247sports.com/player/bo-polston-46140333/
Kelvin Perkins,2026,84,3,6-0,180.0,QB,Tennessee,Memphis,Southwind,,126,2458,79,24198,Signed,https://247sports.com/player/kelvin-perkins-46145593/
Aaden Shamburger,2026,86,3,6-2,180.0,QB,Alabama,Spanish Fort,Spanish Fort,,67,1427,48,24264,Enrolled,https://247sports.com/player/aaden-shamburger-46157339/
Brooklyn Nace,2026,84,3,6-2,199.0,QB,Pennsylvania,York,Central York,,124,2456,66,24160,Enrolled,https://247sports.com/player/brooklyn-nace-46158923/
Bodey Weaver,2026,85,3,6-3,200.0,QB,Texas,Colleyville,Colleyville Heritage,,79,1691,211,24061,Enrolled,https://247sports.com/player/bodey-weaver-46162872/
Landon Varnes,2026,84,3,6-0,197.0,QB,Mississippi,Brandon,Brandon,,3,2650,46,24363,Enrolled,https://247sports.com/player/landon-varnes-46162211/
Brady Palmer,2026,83,3,6-2,215.0,QB,Florida,Fort Lauderdale,St. Thomas Aquinas,,157,2890,277,24075,Enrolled,https://247sports.com/player/brady-palmer-46133779/
Ely Hamrick,2026,84,3,6-5,230.0,QB,North Carolina,Asheville,Crest,,119,2446,68,24016,Enrolled,https://247sports.com/player/ely-hamrick-46137183/
Trace Johnson,2026,84,3,6-1,194.0,QB,California,Rancho Santa Margarita,Santa Margarita Catholic,,134,2467,192,24057,Enrolled,https://247sports.com/player/trace-johnson-46150379/
Harrison Faulkner Jr.,2026,84,3,6-0,190.0,QB,Georgia,Bogart,North Oconee,,109,2242,208,24229,Enrolled,https://247sports.com/player/harrison-faulkner-jr-46131996/
Carter Emanuel,2026,84,3,6-1,215.0,QB,Florida,Orlando,Edgewater,,111,2245,215,24080,Enrolled,https://247sports.com/player/carter-emanuel-46135397/
Jeremiah Daoud,2026,82,3,6-3,210.0,QB,Texas,Allen,Allen,,186,3319,392,24110,Enrolled,https://247sports.com/player/jeremiah-daoud-46159713/
Taylor Hasselbeck,2026,84,3,6-2,191.0,QB,Tennessee,Nashville,Ensworth,,128,2460,80,24086,Enrolled,https://247sports.com/player/taylor-hasselbeck-46152697/
Ashton Pannell,2026,84,3,6-3,190.0,QB,Arizona,Scottsdale,Saguaro,,112,2329,36,24983,HardCommit,https://247sports.com/player/ashton-pannell-46127598/
Camren Hill,2026,84,3,6-3,190.0,QB,Georgia,Thomasville,Thomasville,,115,2332,214,24365,Signed,https://247sports.com/player/camren-hill-46143016/
Maguire Gasperson,2026,83,3,6-0,200.0,QB,Texas,Argyle,Argyle,,139,2717,334,24391,Enrolled,https://247sports.com/player/maguire-gasperson-46156943/
Taylor Jacobs Jr.,2026,83,3,6-1,185.0,QB,Florida,Tallahassee,Tallahassee Lincoln,,160,2893,278,24264,Enrolled,https://247sports.com/player/taylor-jacobs-jr-46159231/
Lamar Best,2026,84,3,6-0,175.0,QB,New Jersey,Montvale,St. Joseph Regional,,130,2462,49,24075,Enrolled,https://247sports.com/player/lamar-best-46160264/
Brett Ottensmeyer,2026,83,3,6-4,195.0,QB,Missouri,Ballwin,Parkway West,,158,2891,40,24182,Enrolled,https://247sports.com/player/brett-ottensmeyer-46150371/
Landen Abernethy,2026,84,3,6-2,192.0,QB,Virginia,Midlothian,Manchester,,131,2463,49,24160,Enrolled,https://247sports.com/player/landen-abernethy-46133558/
Gabe Casanovas,2026,84,3,6-2,190.0,QB,California,Petaluma,St. Vincent de Paul,,117,2413,182,24440,Signed,https://247sports.com/player/gabe-casanovas-46139289/
Donivan Dixon,2026,84,3,5-10,180.0,QB,Arizona,Cave Creek,Cactus Shadows,,136,2469,40,24130,Signed,https://247sports.com/player/donivan-dixon-46149502/
Patrick Coan,2026,84,3,6-4,190.0,QB,New York,West Sayville,Sayville,,123,2455,8,24213,Signed,https://247sports.com/player/patrick-coan-46153341/
Sammy Dunn,2026,84,3,6-1,185.0,QB,Alabama,Mobile,Vigor,,121,2453,110,24245,Signed,https://247sports.com/player/sammy-dunn-46155604/
Jamarcus Harrison,2026,83,3,6-3,202.0,QB,Georgia,Gainesville,East Hall,,210,2942,257,24363,Enrolled,https://247sports.com/player/jamarcus-harrison-46156329/
Tanner Vibabul,2026,82,3,6-0.5,180.0,QB,Nevada,Las Vegas,Las Vegas,,169,3132,21,24144,Enrolled,https://247sports.com/player/tanner-vibabul-46157972/
Rodge Waldrop,2026,82,3,6-5,216.0,QB,Georgia,Thomasville,Brookwood,,5,3381,82,24115,Enrolled,https://247sports.com/player/rodge-waldrop-46148279/
Jaylen Johnson,2026,84,3,6-2,220.0,QB,Georgia,Thomasville,Thomas County Central,,122,2454,224,24173,Signed,https://247sports.com/player/jaylen-johnson-46159388/
Asa Johnson,2026,82,3,6-4,210.0,QB,Illinois,Aurora,Aurora Christian Schools,,188,3385,82,24073,Enrolled,https://247sports.com/player/asa-johnson-46162143/
Kalani McLeod,2026,83,3,6-2,205.0,QB,California,Fairfield,Vanden,,4,3100,45,24123,Enrolled,https://247sports.com/player/kalani-mcleod-46145848/
Jaxson Dosh,2026,80,3,6-0,200.0,QB,Michigan,Davison,Davison,,205,3576,71,24077,Enrolled,https://247sports.com/player/jaxson-dosh-46149796/
Trey Burke,2026,81,3,6-3,210.0,QB,South Carolina,Spartanburg,Spartanburg,,197,3443,54,24050,Enrolled,https://247sports.com/player/trey-burke-46155055/
Isaiah Arriaza,2026,84,3,5-9,182.0,QB,California,La Verne,Damien,,118,2433,186,24091,Enrolled,https://247sports.com/player/isaiah-arriaza-46135099/
Marcel Jones,2026,83,3,6-0,185.0,QB,Arizona,Scottsdale,Saguaro,,148,2791,48,24277,Signed,https://247sports.com/player/marcel-jones-46138436/
DJ Alexander,2026,83,3,6-1,210.0,QB,Georgia,Douglasville,New Manchester,,141,2719,245,24109,Enrolled,https://247sports.com/player/dj-alexander-46156559/
Nick Kinsey,2026,82,3,6-2,198.0,QB,Ohio,Akron,Archbishop Hoban,,165,3127,153,24070,Enrolled,https://247sports.com/player/nick-kinsey-46134013/
Cole Leinart,2026,82,3,6-3,185.0,QB,California,Redondo Beach,Redondo Union,,167,3130,290,24055,Enrolled,https://247sports.com/player/cole-leinart-46139851/
Reeve Slone,2026,82,3,6-0,180.0,QB,California,Rocklin,Rocklin,,166,3129,289,24122,Enrolled,https://247sports.com/player/reeve-slone-46142546/
Brogan McNab,2026,81,3,5-10,190.0,QB,Florida,Melbourne,Melbourne Central Catholic,,204,3524,339,24059,Enrolled,https://247sports.com/player/brogan-mcnab-46142283/
Mason Holtzclaw,2026,84,3,6-4,205.0,QB,Georgia,Carrollton,Carrollton,,129,2461,225,24237,Enrolled,https://247sports.com/player/mason-holtzclaw-46136637/
Case Vanden Bosch,2026,83,3,6-2,200.0,QB,Arizona,Phoenix,Brophy College Preparatory,,154,2887,50,24078,HardCommit,https://247sports.com/player/case-vanden-bosch-46137086/
Alex Medyn,2026,83,3,6-0,210.0,QB,California,Chino Hills,Chino Hills,,150,2870,267,24257,Enrolled,https://247sports.com/player/alex-medyn-46139441/
Berell Staples,2026,83,3,6-2,185.0,QB,California,Oakland,McClymonds,,142,2760,230,24154,Signed,https://247sports.com/player/berell-staples-46139548/
Blitz McCarty,2026,83,3,6-2,190.0,QB,Colorado,Aurora,Grandview,,155,2888,28,24120,Signed,https://247sports.com/player/blitz-mccarty-46142101/
Julian Murdic,2026,83,3,6-5,230.0,QB,Tennessee,Nashville,Ezell-Harding Christian,02/04/2026,153,2886,88,24983,HardCommit,https://247sports.com/player/julian-murdic-46134325/
Drew Davis,2026,83,3,6-2,195.0,QB,Arkansas,Benton,Benton,,140,2718,26,24420,Signed,https://247sports.com/player/drew-davis-46142381/
Nolan DiLucia,2026,83,3,6-1,195.0,QB,Pennsylvania,Canonsburg,Peters Township,,144,2787,76,24152,Signed,https://247sports.com/player/nolan-dilucia-46150592/
Brady Barrier,2026,83,3,6-2,200.0,QB,Texas,Mont Belvieu,Barbers Hill,,138,2716,333,24234,Signed,https://247sports.com/player/brady-barrier-46151526/
Davis Strickland,2026,83,3,6-3,195.0,QB,Georgia,Madison,Morgan County,,152,2885,251,24254,Signed,https://247sports.com/player/davis-strickland-46153024/
Callum Schweitzer,2026,83,3,6-2,200.0,QB,California,Los Gatos,Los Gatos,,162,2895,279,24170,HardCommit,https://247sports.com/player/callum-schweitzer-46154947/
Patrick Greisen,2026,83,3,6-2,200.0,QB,Wisconsin,De Pere,West De Pere,,159,2892,23,24156,Signed,https://247sports.com/player/patrick-greisen-46155345/
Kaedyn Marable,2026,83,3,6-3,180.0,QB,Tennessee,Franklin,Battle Ground Academy,,147,2790,87,24164,HardCommit,https://247sports.com/player/kaedyn-marable-46157237/
Brady Campbell,2026,82,3,6-3,190.0,QB,California,Bakersfield,Frontier,,187,3326,333,24082,Enrolled,https://247sports.com/player/brady-campbell-46158292/
Mason Burkhardt,2026,83,3,6-1,210.0,QB,Alabama,Enterprise,Enterprise,,156,2889,122,28426,HardCommit,https://247sports.com/player/mason-burkhardt-46158474/
Gavin Gray,2026,83,3,6-3,193.0,QB,California,Agoura Hills,Agoura,,161,2894,278,24095,Enrolled,https://247sports.com/player/gavin-gray-46161802/
Dylan Barber,2026,83,3,5-11,194.0,QB,Georgia,LaGrange,LaGrange,,164,2897,252,24052,Enrolled,https://247sports.com/player/dylan-barber-46163384/
Dylan Dreasky,2026,83,3,6-2,197.0,QB,Michigan,Linden,Linden,,163,2896,59,24067,Enrolled,https://247sports.com/player/dylan-dreasky-46164754/
Jayden Maples,2026,80,3,6-1.5,195.0,QB,Texas,Frisco,Frisco Wakeland,,206,3579,418,24083,Enrolled,https://247sports.com/player/jayden-maples-46155570/
Liam Meeker,2026,82,3,6-2,210.0,QB,California,Manhattan Beach,Mira Costa,,184,3277,329,24133,Enrolled,https://247sports.com/player/liam-meeker-46161882/
Gavin Nuckolls,2026,81,3,5-11,170.0,QB,Georgia,Tunnel Hill,Northwest Whitfield County,,190,3424,294,24332,Enrolled,https://247sports.com/player/gavin-nuckolls-46164971/
Jacob Flowers,2026,82,3,6-1,180.0,QB,Idaho,Rigby,Rigby,,177,3195,14,28358,HardCommit,https://247sports.com/player/jacob-flowers-46138574/
Jack Brant,2026,82,3,6-0,180.0,QB,Idaho,Boise,Timberline,,176,3193,12,24158,Signed,https://247sports.com/player/jack-brant-46142321/
Geno Seets,2026,81,3,6-3,215.0,QB,Michigan,Waterford,Waterford Mott,,253,3507,68,24069,Enrolled,https://247sports.com/player/geno-seets-46145584/
Brady Jay,2026,82,3,6-1,175.0,QB,Washington,Moses Lake,Moses Lake,,180,3228,40,24128,Signed,https://247sports.com/player/brady-jay-46149244/
Darryon Jones,2026,82,3,6-2,225.0,QB,Florida,Venice,Venice,,183,3268,314,24245,Signed,https://247sports.com/player/darryon-jones-46157500/
Joseph Janney,2026,82,3,6-0,190.0,QB,Oregon,Klamath Falls,Henley,,174,3188,17,24129,Signed,https://247sports.com/player/joseph-janney-46162933/
Brett Holloway,2026,81,3,5-11,210.0,QB,Texas,Melissa,Melissa,,189,3423,405,24237,Enrolled,https://247sports.com/player/brett-holloway-46164884/
Luke Delafield,2026,81,3,6-1,175.0,QB,Louisiana,Stonewall,North DeSoto,,191,3425,80,24236,Signed,https://247sports.com/player/luke-delafield-46145718/
Tyler Franklin,2026,81,3,6-3,190.0,QB,California,Fresno,Bullard,,201,3484,364,24086,Enrolled,https://247sports.com/player/tyler-franklin-46147377/
Deuce Jefferson,2026,81,3,6-0,170.0,QB,California,Long Beach,Long Beach Poly,,198,3459,351,24063,HardCommit,https://247sports.com/player/deuce-jefferson-46158567/
Mack Cooper,2026,81,3,6-5,210.0,QB,California,Long Beach,Woodrow Wilson,,203,3504,369,24247,Signed,https://247sports.com/player/mack-cooper-46162149/
Kepa Niumeitolu,2026,80,3,6-1,205.0,QB,Utah,American Fork,Lone Peak,,208,3583,49,24127,Signed,https://247sports.com/player/kepa-niumeitolu-46153484/
Brooks Hendrickson,2026,80,3,6-3,210.0,QB,Wisconsin,Mount Horeb,Mount Horeb,,207,3582,29,24155,Signed,https://247sports.com/player/brooks-hendrickson-46155659/
Vincent Smith,2026,79,2,6-2.5,208.0,QB,California,San Diego,St. Augustine,,213,3696,396,24168,HardCommit,https://247sports.com/player/vincent-smith-46159005/
Tyson Ruggiero,2026,76,2,6-4,205.0,QB,Washington,Camas,Camas,,216,3786,48,24258,Signed,https://247sports.com/player/tyson-ruggiero-46149239/
Joel Morris,2026,,0,6-1,180.0,QB,Florida,Sarasota,Booker,,,,,24171,HardCommit,https://247sports.com/player/joel-morris-46131962/
Andrew Knight,2026,,0,6-1,170.0,QB,Michigan,Detroit,Martin Luther King,,,,,24180,Signed,https://247sports.com/player/andrew-knight-46136089/
Braeden Palazzo,2026,,0,6-3,190.0,QB,Maryland,Owings Mills,McDonogh School,,,,,24852,Signed,https://247sports.com/player/braeden-palazzo-46138222/
Mason Mallory,2026,,0,6-1,200.0,QB,Florida,Fort Lauderdale,St. Thomas Aquinas,,,,,24113,Enrolled,https://247sports.com/player/mason-mallory-46141797/
Maverick Chance,2026,,0,6-0,170.0,QB,Tennessee,Brentwood,Ravenwood,,,,,24063,HardCommit,https://247sports.com/player/maverick-chance-46142108/
Gage Sturgill,2026,,0,6-0,172.0,QB,Indiana,Fishers,Fishers,,,,,24187,Signed,https://247sports.com/player/gage-sturgill-46142238/
Xavier Brookins,2026,,0,6-0,162.0,QB,Maryland,Towson,Calvert Hall College,,,,,24174,HardCommit,https://247sports.com/player/xavier-brookins-46146640/
Torin Evans,2026,,0,6-0,170.0,QB,Pennsylvania,Harrisburg,Susquehanna Township,,,,,24220,HardCommit,https://247sports.com/player/torin-evans-46146641/
Tydreke Powell,2026,,0,6-3,192.0,QB,North Carolina,Raleigh,Southeast Raleigh,,,,,24137,Signed,https://247sports.com/player/tydreke-powell-46147766/
Caleb Butler,2026,,0,6-1,190.0,QB,Florida,Lake Worth,Dr. Joaquin Garcia,,,,,28957,HardCommit,https://247sports.com/player/caleb-butler-46148255/
Edward Jordan,2026,,0,6-0,185.0,QB,Florida,Jacksonville,Beachside,,,,,24212,Signed,https://247sports.com/player/edward-jordan-46148969/
Kenyonte Louis,2026,,0,6-1,205.0,QB,Illinois,Chicago,Kenwood Academy,,,,,24983,HardCommit,https://247sports.com/player/kenyonte-louis-46149538/
Skylar Hamilton,2026,,0,6-2,190.0,QB,Georgia,Fairburn,Landmark Christian School,,,,,24062,HardCommit,https://247sports.com/player/skylar-hamilton-46149703/
Desmond Jordan,2026,,0,5-11,170.0,QB,Virginia,Covington,Alleghany,,,,,24210,Signed,https://247sports.com/player/desmond-jordan-46150157/
Michael White,2026,,0,6-3,186.0,QB,Indiana,Fort Wayne,Homestead,,,,,24280,HardCommit,https://247sports.com/player/michael-white-46150832/
Dane Eisenmenger,2026,,0,6-4,215.0,QB,Illinois,Tolono,Unity,,,,,24039,Enrolled,https://247sports.com/player/dane-eisenmenger-46150833/
Lee Norman-Lester,2026,,0,6-1,180.0,QB,California,La Mesa,Helix,,,,,24157,Signed,https://247sports.com/player/lee-norman-lester-46150851/
Will Anderson,2026,,0,6-1,195.0,QB,Nebraska,Omaha,Millard West,,,,,24184,Signed,https://247sports.com/player/will-anderson-46151319/
Deryk Farmer,2026,,0,6-2,190.0,QB,Oregon,Medford,Cascade Christian,,,,,24132,HardCommit,https://247sports.com/player/deryk-farmer-46152646/
Kemp Keller,2026,,0,6-2,182.0,QB,Arkansas,Little Rock,Little Rock Christian Academy,,,,,24251,HardCommit,https://247sports.com/player/kemp-keller-46152818/
Brayden Knight,2026,,0,6-3,180.0,QB,California,Concord,De La Salle,,,,,24170,HardCommit,https://247sports.com/player/brayden-knight-46153085/
Tyson Sweetwood,2026,,0,6-4,185.0,QB,Idaho,Idaho Falls,Hillcrest,,,,,24312,HardCommit,https://247sports.com/player/tyson-sweetwood-46154073/
Bodhi Wolford,2026,,0,6-2,198.0,QB,Ohio,Jackson,Jackson,,,,,24190,Signed,https://247sports.com/player/bodhi-wolford-46154849/
Quinn Mahoney,2026,,0,6-3,185.0,QB,South Carolina,Charleston,Bishop England,,,,,24215,HardCommit,https://247sports.com/player/quinn-mahoney-46155099/
Jacob Davis,2026,,0,6-3,194.0,QB,Indiana,New Palestine,New Palestine,,,,,24151,Signed,https://247sports.com/player/jacob-davis-46155171/
Kaden Harney,2026,,0,6-3,190.0,QB,Minnesota,Osseo,Maple Grove,,,,,24185,Signed,https://247sports.com/player/kaden-harney-46155313/
Arvell Nelson,2026,,0,6-3,180.0,QB,Ohio,Cleveland,Glenville,,,,,28734,HardCommit,https://247sports.com/player/arvell-nelson-46155997/
Brison Edwards,2026,,0,6-0,180.0,QB,Oregon,Lebanon,Lebanon,,,,,24440,HardCommit,https://247sports.com/player/brison-edwards-46156054/
Jackson Gravlee,2026,,0,6-5,210.0,QB,Virginia,Alexandria,Episcopal,,,,,24141,HardCommit,https://247sports.com/player/jackson-gravlee-46156122/
Billy Middleton,2026,,0,6-2,170.0,QB,Texas,Red Oak,Red Oak,,,,,24134,HardCommit,https://247sports.com/player/billy-middleton-46156163/
Kaleb Narcisse,2026,,0,6-1,210.0,QB,Georgia,Marietta,Kell,,,,,24262,Signed,https://247sports.com/player/kaleb-narcisse-46156387/
Bo Brunner,2026,,0,6-2,200.0,QB,Indiana,Elkhart,Concord Community,,,,,24223,HardCommit,https://247sports.com/player/bo-brunner-46156824/
London Morgan,2026,,0,6-1,182.0,QB,Texas,Leander,Leander Rouse,,,,,24063,HardCommit,https://247sports.com/player/london-morgan-46156837/
Cameron Gunsell,2026,,0,6-3,185.0,QB,Michigan,Ludington,Ludington,,,,,24277,HardCommit,https://247sports.com/player/cameron-gunsell-46157024/
Gavin Beard,2026,,0,5-10,200.0,QB,Texas,Fort Worth,All Saints Episcopal,,,,,24210,Signed,https://247sports.com/player/gavin-beard-46157103/
Jacob Janecek,2026,,0,6-1,195.0,QB,Texas,Lucas,Lovejoy,,,,,24239,Signed,https://247sports.com/player/jacob-janecek-46157109/
Tresten Hass,2026,,0,6-3,200.0,QB,Nebraska,Seward,Seward,,,,,24185,Signed,https://247sports.com/player/tresten-hass-46157306/
Shane Cole,2026,,0,6-2,180.0,QB,Ohio,Dayton,Centerville,,,,,24188,Signed,https://247sports.com/player/shane-cole-46158001/
Tristan Zale,2026,,0,6-1,185.0,QB,California,Mission Viejo,Trabuco Hills,,,,,24222,HardCommit,https://247sports.com/player/tristan-zale-46158481/
CJ Gray,2026,,0,6-0,195.0,QB,Illinois,Chicago,Brother Rice,,,,,24062,HardCommit,https://247sports.com/player/cj-gray-46158704/
Nate Dahle,2026,,0,6-1,190.0,QB,Utah,Millville,Ridgeline,,,,,24134,Signed,https://247sports.com/player/nate-dahle-46158888/
Chance Routson,2026,,0,6-3,200.0,QB,Florida,Wellington,Palm Beach Central,,,,,24063,HardCommit,https://247sports.com/player/chance-routson-46159333/
Cason Diiulio,2026,,0,6-1.5,200.0,QB,Ohio,Medina,Medina,,,,,24188,Signed,https://247sports.com/player/cason-diiulio-46159789/
Luke Glass,2026,,0,6-5,196.0,QB,Texas,Plano,Prestonwood Christian,,,,,24253,HardCommit,https://247sports.com/player/luke-glass-46159838/
Andrew Richardson,2026,,0,5-10,150.0,QB,Georgia,Commerce,East Jackson Comprehensive,,,,,24062,HardCommit,https://247sports.com/player/andrew-richardson-46160152/
Tanner Payne,2026,,0,6-4,205.0,QB,North Carolina,Morehead City,West Carteret,,,,,24227,Signed,https://247sports.com/player/tanner-payne-46160238/
Justus Platts,2026,,0,6-0,190.0,QB,Wyoming,Mckinnon,Mountain View,,,,,26462,Signed,https://247sports.com/player/justus-platts-46160261/
Britton DeWitt,2026,,0,6-2,195.0,QB,Arizona,Queen Creek,American Leadership Academy,,,,,24120,Signed,https://247sports.com/player/britton-dewitt-46160323/
Grant Nurre,2026,,0,6-4,217.0,QB,Ohio,Kings Mills,Kings,,,,,24217,Signed,https://247sports.com/player/grant-nurre-46160347/
Brittin Poffenbarger,2026,,0,6-4,210.0,QB,Maryland,Middletown,Middletown,,,,,24140,Signed,https://247sports.com/player/brittin-poffenbarger-46160610/
Drake DeGroote,2026,,0,6-0,195.0,QB,Iowa,West Des Moines,West Des Moines Valley,,,,,24472,HardCommit,https://247sports.com/player/drake-degroote-46160648/
Ryland Watters,2026,,0,6-2,220.0,QB,Michigan,Rochester,Adams,,,,,24069,HardCommit,https://247sports.com/player/ryland-watters-46160649/
Jett Taylor,2026,,0,6-1,195.0,QB,Texas,Grand Saline,Grand Saline,,,,,24063,HardCommit,https://247sports.com/player/jett-taylor-46160676/
Peyton Babbitt,2026,,0,6-0,200.0,QB,Michigan,Muskegon,Orchard View,,,,,24043,Enrolled,https://247sports.com/player/peyton-babbitt-46160678/
Maddox Berry,2026,,0,6-3,195.0,QB,Arkansas,Morrilton,Morrilton,,,,,24233,Signed,https://247sports.com/player/maddox-berry-46160727/
Aaron Frye,2026,,0,6-0,175.0,QB,Alabama,Pinson,Clay-Chalkville,,,,,24594,Signed,https://247sports.com/player/aaron-frye-46160730/
Logan Duhachek,2026,,0,6-4,215.0,QB,Colorado,Arvada,Arvada West,,,,,24199,Signed,https://247sports.com/player/logan-duhachek-46160768/
Maurice Scott,2026,,0,6-2,195.0,QB,New York,West Islip,St. John the Baptist,,,,,24220,HardCommit,https://247sports.com/player/maurice-scott-46160941/
Jaden Duckett,2026,,0,6-1,185.0,QB,Georgia,Marietta,Sprayberry,,,,,24226,Signed,https://247sports.com/player/jaden-duckett-46161194/
Liam Zelman,2026,,0,6-2,215.0,QB,Pennsylvania,Philadelphia,Springside Chestnut Hill Academy,,,,,24211,Signed,https://247sports.com/player/liam-zelman-46161478/
Brady Van Laecke,2026,,0,5-11,180.0,QB,Michigan,Hudsonville,Hudsonville,,,,,24277,HardCommit,https://247sports.com/player/brady-van-laecke-46162142/
Kannon Burroughs,2026,,0,6-3,190.0,QB,Tennessee,Mt. Juliet,Green Hill,,,,,24206,Signed,https://247sports.com/player/kannon-burroughs-46162361/
Paul Jones,2026,,0,6-1,173.0,QB,New Jersey,Newark,Weequahic,,,,,24204,Signed,https://247sports.com/player/paul-jones-46162384/
Sayvien Adams,2026,,0,5-11,170.0,QB,New Jersey,Mount Holly,Rancocas Valley,,,,,24193,Signed,https://247sports.com/player/sayvien-adams-46162392/
Matt Pain,2026,,0,6-1,195.0,QB,Connecticut,Wallingford,Choate Rosemary Hall,,,,,24145,Signed,https://247sports.com/player/matt-pain-46162398/
Matthew O'Grady,2026,,0,6-0,195.0,QB,Wisconsin,Lake Geneva,Badger,,,,,24062,HardCommit,https://247sports.com/player/matthew-ogrady-46162655/
Aidan Glover,2026,,0,6-3,205.0,QB,Tennessee,Collierville,Collierville,,,,,24206,Signed,https://247sports.com/player/aidan-glover-46131125/
Vashaun Coulon,2026,,0,5-11,175.0,QB,Louisiana,New Orleans,St. Augustine,,,,,24248,HardCommit,https://247sports.com/player/vashaun-coulon-46163351/
Keller Stocks,2026,,0,6-3,215.0,QB,Illinois,Mt. Zion,Mt. Zion,,,,,24187,HardCommit,https://247sports.com/player/keller-stocks-46163966/
Evan Powell,2026,,0,6-4,190.0,QB,California,San Bernardino,Cajon,,,,,24433,HardCommit,https://247sports.com/player/evan-powell-46149356/
John Sanders,2026,,0,6-0,190.0,QB,California,La Canada Flintridge,St. Francis,,,,,24079,Enrolled,https://247sports.com/player/john-sanders-46167352/
